ProductID;CategoryID;BrandID;Brand;ProductName;Features;Price;Weight
1081;1;12;BenQ;BenQ Gearforfly Wo 4000;FullHD, 4xHDMI;1198.46;1
1082;2;8;Samsung;Samsung Forghbox Ce;5.1" Screen, white;244.81;1
1083;3;8;Samsung;Samsung Dryte;Compact, 12MPix, 2xZoom, Wifi;356.48;2
1084;2;1;Sony;Sony Restywo;LTE, 4.7" Screen, 12M Cam;300.82;2
1085;2;8;Samsung;Samsung Cere Ska 3100;3G, white, 12M Cam, 5" Screen;425.55;1
1086;4;8;Samsung;Samsung Orhice 180;comfort, black, In-Ear;31.91;1
1087;4;5;Philips;Philips Nole Ice;Over-Ear, black;15.93;2
1088;4;2;Panasonic;Panasonic Dryivete 820;In-Ear, black, bluetooth;40.02;1
1089;2;4;Apple;Apple Arre Fly Box;LTE, 8M Cam;334.14;1
1090;2;11;JVC;JVC Redrygh Wa;15M Cam, white, 2G, 4.9" Screen;74.16;2
1091;3;10;Canon;Canon Iceive Icere;SLR, Wifi, 18MPix;46.15;1
1092;2;4;Apple;Apple Runnodry For;15M Cam, white, LTE;205.96;1
1093;2;11;JVC;JVC Layne 7800;silver, 4.9" Screen;74.96;2
1094;4;12;BenQ;BenQ Dryska Menar 300;bluetooth, In-Ear;76.43;1
1095;4;8;Samsung;Samsung Ingrunla;white, 3.5";57.42;2
1096;3;8;Samsung;Samsung Boxice;Wifi, 12MPix, 5xZoom;646.77;2
1097;2;8;Samsung;Samsung Larun;8M Cam, black, 3G, 5" Screen;75.41;2
1098;1;8;Samsung;Samsung Wahit Wa Ce 1000;1xHDMI, 50";642.52;1
1099;4;2;Panasonic;Panasonic Laice Cre;comfort;22.43;1
1100;3;1;Sony;Sony Remen;GPS, 7xZoom;192.81;2
1101;2;8;Samsung;Samsung Besty Star Te;black, 5.1" Screen, 12M Cam, 3G;127.88;1
1102;4;6;Lenovo;Lenovo Menat;In-Ear, 3.5", black;88.38;2
1103;2;8;Samsung;Samsung Iceboxhi Ska;black, 4.9" Screen;503.63;1
1104;2;17;Toshiba;Toshiba Telaboxska;silver, 5" Screen;391.01;1
1105;3;9;Acer;Acer Wofor 210;Searcher, 12MPix;292.34;2
1106;1;14;Daewoo;Daewoo Orstarhi;2xHDMI, FullHD;166.01;2
1107;2;8;Samsung;Samsung Skasty Wa;silver, 12M Cam, 5.1" Screen;537.57;1
1108;3;7;Dell;Dell Restar At 7000;SLR;752.11;1
1109;4;8;Samsung;Samsung Icelala Cre 4700;Over-Ear, black;19.14;1
1110;2;10;Canon;Canon Ghrun;silver, 10M Cam, 2G, 4.7" Screen;399.66;2
1111;2;1;Sony;Sony Lerunbox 1200;8M Cam, silver;358.91;1
1112;1;8;Samsung;Samsung Rece Men;FullHD, 1xHDMI;433.96;2
1113;4;8;Samsung;Samsung Wodry 130;black, In-Ear;50.74;1
1114;5;14;Daewoo;Daewoo Labemen 460;LTE, 9.7", black;351.97;1
1115;2;12;BenQ;BenQ Iceska Sty 350;5.5" Screen, 10M Cam, 2G;530.58;1
1116;5;1;Sony;Sony Arska Cre Ska 1000;9.7", black;343.63;1
1117;5;1;Sony;Sony Dryte Ive Box;white, LTE;129.39;1
1118;3;1;Sony;Sony Icemen Run 8500;15MPix, 7xZoom, Searcher;112.93;1
1119;2;6;Lenovo;Lenovo Icerun Fly 640;4.9" Screen, 2G;272.13;1
1120;2;4;Apple;Apple Onela Ice La 450;white, 4.9" Screen, 15M Cam;333.47;1
1121;4;6;Lenovo;Lenovo Nogh;Over-Ear, black;98.49;2
1122;2;7;Dell;Dell Crebox Gear;4.9" Screen, 8M Cam;440.16;2
1123;3;8;Samsung;Samsung Forsty 620;5xZoom, 24MPix, GPS;377.21;1
1124;1;8;Samsung;Samsung Orre;1xHDMI;548.72;2
1125;2;2;Panasonic;Panasonic Flyrun;5" Screen, 12M Cam, 3G;310.07;2
1126;4;7;Dell;Dell Recre 930;black, Over-Ear;19.77;2
1127;3;10;Canon;Canon Menleska Be;GPS, Compact;94.99;1
1128;2;8;Samsung;Samsung Onegear Te;LTE, black;457.93;1
1129;5;7;Dell;Dell Hifly;bluetooth, 10";175.41;2
1130;3;10;Canon;Canon Flyska 550;5xZoom, 12MPix;499.88;2
1131;2;5;Philips;Philips Wohit Or At;5" Screen, 10M Cam, LTE;62.32;1
1132;3;4;Apple;Apple Hitre Fly Te;Searcher, 5xZoom;719.13;1
1133;1;2;Panasonic;Panasonic Icece Gear Box;37", UltraHD;524.50;1
1134;4;15;Casio;Casio Runargear 880;bluetooth, In-Ear, black;65.31;1
1135;5;11;JVC;JVC Creat;Wifi, white;199.06;3
1136;2;4;Apple;Apple Crerun Star Be;10M Cam, LTE;477.83;1
1137;2;6;Lenovo;Lenovo Cebe;12M Cam, white, 5.5" Screen;478.16;2
1138;5;4;Apple;Apple Runhi Ing 840;white, 9.7";137.24;1
1139;2;5;Philips;Philips Lacrehi Re 7400;4.7" Screen, 2G, silver;489.19;1
1140;4;7;Dell;Dell Lele;white, Over-Ear, comfort;54.90;3
1141;5;5;Philips;Philips Flyivehitgear;bluetooth, white;173.86;1
1142;4;14;Daewoo;Daewoo Orte Ive;Over-Ear, white;81.46;2
1143;3;1;Sony;Sony Menstarone;18MPix, Compact;77.86;2
1144;2;8;Samsung;Samsung Tebe;silver, LTE, 5" Screen;393.68;2
1145;2;5;Philips;Philips Hitrun 310;white, LTE;355.61;1
1146;5;15;Casio;Casio Waone Teor;Wifi, white;123.82;2
1147;2;1;Sony;Sony Hiing For Re 8300;4.9" Screen, black;519.50;1
1148;5;4;Apple;Apple Dryte Cre;12.2", black;326.30;2
1149;2;8;Samsung;Samsung Hiting Ing;10M Cam, 5.5" Screen, white;115.82;1
1150;4;6;Lenovo;Lenovo Flyre 270;3.5", white;51.69;2
1151;2;8;Samsung;Samsung Onenostar Box;3G, 5.5" Screen, silver;519.24;1
1152;5;8;Samsung;Samsung Dryicegh Wa 700;bluetooth, 12.2", white;95.36;1
1153;3;1;Sony;Sony Hitla Ar;24MPix, SLR;449.91;2
1154;1;8;Samsung;Samsung Orat 8000;1xHDMI, FullHD;838.83;1
1155;5;1;Sony;Sony Runboxgh Wa;black, 10.1", bluetooth;187.57;2
1156;2;8;Samsung;Samsung Icebox;12M Cam, 2G, 5.1" Screen;589.93;2
1157;2;8;Samsung;Samsung Befor Wa Ive;silver, 15M Cam, 5.5" Screen;503.50;1
1158;2;8;Samsung;Samsung Orbox;10M Cam, silver;276.73;2
1159;5;10;Canon;Canon Ivehit Lagh;13", black;215.95;1
1160;5;1;Sony;Sony Regear Star Ive;LTE, 10", black;332.02;1
1161;2;5;Philips;Philips Skaat Laar 4100;4.9" Screen, black, 2G, 15M Cam;271.20;1
1162;3;12;BenQ;BenQ Ynehit;Wifi, 5xZoom;123.33;2
1163;5;13;Humax;Humax Crehi Ive Ice 6300;10", black;170.55;1
1164;1;3;LG;LG Gearre Be La 100;1xHDMI, UltraHD, 39";777.85;1
1165;3;4;Apple;Apple Ingghgearre 320;Compact, 12MPix;425.50;1
1166;2;7;Dell;Dell Cregear;LTE;451.43;2
1167;2;4;Apple;Apple Nobox Ynerun 7100;5" Screen, 8M Cam, black;252.90;1
1168;3;6;Lenovo;Lenovo Warun Gear;2xZoom, GPS, Compact;240.02;1
1169;5;16;Huawei;Huawei Lale Dry 1600;10", white;303.20;1
1170;5;2;Panasonic;Panasonic Styghwa 300;12.2", black, Wifi;230.59;1
1171;1;7;Dell;Dell Skaorska Re;4xHDMI;1055.83;2
1172;5;12;BenQ;BenQ Ynehitcefor;Wifi, 12.2";215.88;2
1173;4;10;Canon;Canon Icedry Ar Run;Over-Ear, bluetooth;66.30;1
1174;1;8;Samsung;Samsung Forle;4xHDMI, FullHD;307.82;2
1175;3;1;Sony;Sony Hitoneing Wo;SLR, 15MPix;733.62;1
1176;5;15;Casio;Casio Ynear Gear Le;Wifi, white;240.72;1
1177;3;11;JVC;JVC Iceat Box Ive;5xZoom, GPS, 24MPix;735.36;1
1178;3;1;Sony;Sony Hitbele;5xZoom, Compact;80.59;2
1179;4;5;Philips;Philips Flyive Hit;In-Ear, bluetooth, white;53.70;1
1180;5;8;Samsung;Samsung Noar Ive 8800;black;187.76;1
1181;1;2;Panasonic;Panasonic Orar;45", 1xHDMI;1345.50;2
1182;4;5;Philips;Philips Ivegearrun 630;micro, In-Ear;27.01;1
1183;2;15;Casio;Casio Being;white, 5.5" Screen, LTE;552.62;2
1184;3;4;Apple;Apple Atska La;Compact, Wifi, 15MPix;150.72;2
1185;5;8;Samsung;Samsung Wohit 6000;black, Wifi;172.22;1
1186;5;2;Panasonic;Panasonic Boxone;black, 9.7";183.67;2
1187;4;6;Lenovo;Lenovo Boxivehit Wa;white, Over-Ear;72.33;1
1188;2;4;Apple;Apple Atone;4.9" Screen, black;531.75;2
1189;5;7;Dell;Dell Fordry;10";389.56;2
1190;3;13;Humax;Humax Atwa Ghgh;Compact;362.59;2
1191;2;1;Sony;Sony Runingle Ce;3G, 12M Cam;282.38;2
1192;2;4;Apple;Apple Hiorstar For 890;black, 4.7" Screen, 15M Cam;61.17;1
1193;5;9;Acer;Acer Ghska;10", bluetooth;236.66;2
1194;3;4;Apple;Apple Creor At Ar;Wifi, 2xZoom;195.89;1
1195;3;8;Samsung;Samsung Lacestar 870;15MPix, Compact;68.68;1
1196;2;9;Acer;Acer Tegh;12M Cam, 5.5" Screen, silver, 3G;553.68;3
1197;2;7;Dell;Dell Skaatfor;white, 4.7" Screen;240.38;2
1198;5;9;Acer;Acer Orhi 3000;bluetooth, 10.1";171.78;2
1199;5;10;Canon;Canon Drytele 850;black, bluetooth;393.93;1
1200;2;4;Apple;Apple Styrunla 20;4.9" Screen, white;500.50;1
1201;2;5;Philips;Philips Gearno;4.9" Screen;246.42;2
1202;4;8;Samsung;Samsung Menmenonele;In-Ear, bluetooth;28.15;1
1203;3;4;Apple;Apple Iceicestar;Wifi, 12MPix;487.15;2
1204;5;2;Panasonic;Panasonic Cegear;black;147.03;2
1205;2;9;Acer;Acer Runing 9300;black, 3G;538.82;2
1206;3;4;Apple;Apple Inggear Ive;Compact, 24MPix;455.57;1
1207;5;4;Apple;Apple Starno Lebe;bluetooth, white, 10.1";191.34;1
1208;4;8;Samsung;Samsung Mensty 740;black;24.59;1
1209;4;15;Casio;Casio Menre 1600;micro, In-Ear;7.21;2
1210;2;1;Sony;Sony Hitrunforstar;LTE, 8M Cam;267.05;1
1211;2;4;Apple;Apple Icela Ing La;5.1" Screen, 10M Cam;343.68;1
1212;3;15;Casio;Casio Waleat;7xZoom, Compact;304.32;2
1213;2;10;Canon;Canon Flybox At;4.7" Screen, 15M Cam;79.81;2
1214;2;7;Dell;Dell Orfor Ar Men 7500;white, 4.7" Screen, LTE;343.74;1
1215;4;4;Apple;Apple Arbegh;white, In-Ear;44.27;2
1216;4;16;Huawei;Huawei Hite Sty 6000;In-Ear, white, bluetooth;6.10;1
1217;4;5;Philips;Philips Ynehit One 880;micro, black;91.31;1
1218;5;8;Samsung;Samsung Hitor 5100;bluetooth, white;181.12;1
1219;1;1;Sony;Sony Orno Hit Star;FullHD, 50";708.29;1
1220;2;2;Panasonic;Panasonic Stywa 6900;2G, black;567.03;1
1221;2;2;Panasonic;Panasonic Cela 740;silver, 10M Cam, 5.5" Screen;465.55;1
1222;5;6;Lenovo;Lenovo Ingatla;black, LTE;318.94;2
1223;1;7;Dell;Dell Aticeive;FullHD, 45";219.34;2
1224;5;12;BenQ;BenQ Becre Yne;bluetooth, 13";327.44;2
1225;3;7;Dell;Dell Rear;Compact, 5xZoom, 18MPix;573.12;3
1226;2;4;Apple;Apple Wafly;2G, 5.5" Screen, 15M Cam;216.41;2
1227;4;8;Samsung;Samsung Arle;Over-Ear;57.70;2
1228;5;1;Sony;Sony Lano Cre;black, 12.2";229.90;2
1229;3;5;Philips;Philips Cehitive 3200;GPS, SLR;242.15;1
1230;2;8;Samsung;Samsung Runre Ing 920;3G, 8M Cam, black;243.16;1
1231;2;8;Samsung;Samsung Onebe Ice Gear 650;15M Cam, 5" Screen, LTE;207.56;1
1232;2;10;Canon;Canon Crebe 650;2G, black, 5.1" Screen;373.79;2
1233;2;7;Dell;Dell Runat;2G, 4.7" Screen;459.67;2
1234;2;7;Dell;Dell Gearbox Ive;3G, 4.7" Screen;151.08;2
1235;2;4;Apple;Apple Gearice Star;LTE, white;421.89;1
1236;5;5;Philips;Philips Atwo Or;LTE, black, 9.7";362.35;2
1237;4;8;Samsung;Samsung Flyfor Dryat 640;comfort, Over-Ear;51.95;1
1238;3;8;Samsung;Samsung Flyor 8400;5xZoom, GPS;190.06;1
1239;3;13;Humax;Humax Menwo Cedry 2000;2xZoom, SLR, Searcher;190.48;1
1240;3;15;Casio;Casio Worun Star Yne;5xZoom, Compact;402.89;1
1241;5;7;Dell;Dell Forstar;13", bluetooth;106.42;2
1242;1;4;Apple;Apple Beice;42";1277.06;2
1243;3;10;Canon;Canon Iveat;SLR, 5xZoom, 24MPix;718.94;2
1244;4;3;LG;LG Note Or;Over-Ear, 3.5", white;50.66;2
1245;2;1;Sony;Sony Crece;3G, 4.9" Screen;146.77;2
1246;5;4;Apple;Apple Ingive Redry;white, bluetooth, 13";232.51;1
1247;3;8;Samsung;Samsung Atsty;18MPix, Compact, 5xZoom;353.46;2
1248;1;5;Philips;Philips Rerun;UltraHD, 50";1343.91;2
1249;2;8;Samsung;Samsung Flyce 90;black, 3G;330.42;2
1250;4;14;Daewoo;Daewoo Besty;Over-Ear, comfort;28.18;2
1251;5;7;Dell;Dell Oneatstar;black;352.38;2
1252;3;7;Dell;Dell Ghat Gh;Compact, 7xZoom;642.44;2
1253;2;5;Philips;Philips Lasty;black, LTE, 10M Cam, 5.5" Screen;306.63;2
1254;3;11;JVC;JVC Yneat;SLR, 12MPix, Wifi;44.95;3
1255;2;1;Sony;Sony Rehi;black, 5.1" Screen, 8M Cam, 2G;388.94;3
1256;4;7;Dell;Dell Ynebe 410;In-Ear, 3.5";74.03;2
1257;3;6;Lenovo;Lenovo Flygh La 6500;12MPix, Compact, 10xZoom;371.34;1
1258;2;2;Panasonic;Panasonic Armen For;4.7" Screen, 3G, 15M Cam;441.64;1
1259;5;4;Apple;Apple Oneor Wa Ice 170;black, 13";240.12;1
1260;3;4;Apple;Apple Fordry Hi No;SLR, 2xZoom;52.89;1
1261;5;8;Samsung;Samsung Runfor;white, bluetooth, 9.7";136.25;2
1262;4;17;Toshiba;Toshiba Ghre;Over-Ear, white;35.63;2
1263;3;2;Panasonic;Panasonic Runing;Wifi;692.65;2
1264;2;8;Samsung;Samsung Skacreska;LTE, silver, 5.5" Screen;83.85;1
1265;2;5;Philips;Philips Menwo Box Hi 7900;12M Cam, LTE, silver;513.56;1
1266;1;1;Sony;Sony Inggearmen Be 810;45", 1xHDMI;482.45;1
1267;5;8;Samsung;Samsung Ghat 200;10.1", black, Wifi;158.24;2
1268;5;16;Huawei;Huawei Gearonehiive 530;12.2", white, LTE;379.92;1
1269;5;4;Apple;Apple Mengear Ing La 7400;Wifi, 9.7";195.42;1
1270;4;13;Humax;Humax Gearivestar;white, Over-Ear;14.35;1
1271;3;5;Philips;Philips Drybebox 170;7xZoom, SLR, 24MPix;558.96;1
1272;5;8;Samsung;Samsung Skawo Woive;LTE, black;247.01;1
1273;4;1;Sony;Sony Creor No Gh 920;3.5", white;58.33;1
1274;4;8;Samsung;Samsung Hitbox Ice La;white, bluetooth;53.26;1
1275;4;11;JVC;JVC Wowoce 450;bluetooth, In-Ear;68.00;2
1276;5;4;Apple;Apple Ingboxar;white, bluetooth;269.83;2
1277;2;1;Sony;Sony Onebe 750;15M Cam, 2G, 5.5" Screen;471.80;2
1278;5;4;Apple;Apple Ingstarce;9.7", white, bluetooth;312.60;2
1279;4;7;Dell;Dell Icebox No;In-Ear, comfort;70.74;2
1280;4;2;Panasonic;Panasonic Ghynewo Be;In-Ear, white;73.62;1
1281;2;8;Samsung;Samsung Ceyne 9000;silver, 4.7" Screen;541.96;1
1282;3;11;JVC;JVC Ingating 760;10xZoom, 24MPix;820.63;2
1283;2;4;Apple;Apple Ynestar Te 200;white, 5.1" Screen;221.11;1
1284;2;8;Samsung;Samsung Woonele 2400;5" Screen, 15M Cam;54.71;1
1285;4;4;Apple;Apple Ingle Hi;black, In-Ear, 3.5";72.21;2
1286;2;8;Samsung;Samsung Styrun Ar Men;white, LTE, 4.9" Screen;405.42;1
1287;3;8;Samsung;Samsung Behitdry 4400;5xZoom, 10MPix;205.26;1
1288;3;8;Samsung;Samsung Ator At;2xZoom, 15MPix;37.16;2
1289;5;8;Samsung;Samsung Ghhirun;10.1", bluetooth;253.30;2
1290;5;4;Apple;Apple Tehi Ska;white, 13";353.81;2
1291;2;8;Samsung;Samsung Ingfor Hit Men 710;LTE, white, 5.1" Screen;201.05;1
1292;2;7;Dell;Dell Boxre;4.7" Screen, black, LTE;369.40;2
1293;2;4;Apple;Apple Nofly Hit Or 8200;5.5" Screen, 12M Cam;457.37;1
1294;1;4;Apple;Apple Styive;1xHDMI, FullHD;654.67;2
1295;2;8;Samsung;Samsung Arno;10M Cam, 4.7" Screen;174.18;2
1296;5;8;Samsung;Samsung Rewa 1000;black, 9.7";285.46;1
1297;2;7;Dell;Dell Skate 860;LTE, white;256.28;2
1298;5;10;Canon;Canon Hitcre;10", white;327.88;2
1299;5;4;Apple;Apple Lahi 780;10.1", black;210.76;2
1300;5;8;Samsung;Samsung Gearwo 7200;bluetooth, 12.2", black;260.51;1
1301;4;15;Casio;Casio Crehit Arte;Over-Ear, 3.5";44.49;1
1302;5;4;Apple;Apple Ynestarska 890;LTE, 10", black;121.76;1
1303;3;8;Samsung;Samsung Wole 140;SLR, 5xZoom, 12MPix;579.94;2
1304;2;7;Dell;Dell Reice;5" Screen, 3G, silver;354.87;2
1305;3;15;Casio;Casio Leno;18MPix, Wifi, Compact;357.16;2
1306;5;8;Samsung;Samsung Cesty Run;10", black, Wifi;390.98;1
1307;1;7;Dell;Dell Skace Ce Run;FullHD, 37";392.89;1
1308;2;8;Samsung;Samsung Skagh Wo Run 6300;black, 5.1" Screen;271.14;1
1309;4;16;Huawei;Huawei Cebox 3500;white, micro;39.18;1
1310;3;8;Samsung;Samsung Styce 3700;SLR, 10xZoom, 18MPix;508.93;1
1311;2;5;Philips;Philips Styarlebox 2600;12M Cam, silver;277.83;1
1312;2;7;Dell;Dell Flyte Fly Ska;black, 8M Cam, 5" Screen;508.10;1
1313;4;9;Acer;Acer Ivegear Rungear;micro, Over-Ear;62.93;1
1314;3;8;Samsung;Samsung Wogear Yne;SLR, 2xZoom, Wifi;979.08;1
1315;1;1;Sony;Sony Labox Be Cre 6100;UltraHD, 3xHDMI;229.61;1
1316;5;8;Samsung;Samsung Crenowo Or;9.7";308.70;1
1317;2;12;BenQ;BenQ Leforwo Wo;2G, 4.9" Screen, silver;230.08;2
1318;5;8;Samsung;Samsung Iceska One 9500;12.2", bluetooth;186.61;1
1319;5;8;Samsung;Samsung Boxoneoneive;black, 12.2", LTE;312.40;1
1320;4;8;Samsung;Samsung Skaatat;micro, black, Over-Ear;29.29;2
1321;5;2;Panasonic;Panasonic Orhi Re Wo;13", white, LTE;327.73;1
1322;5;6;Lenovo;Lenovo Ghno Yne;white, Wifi;379.09;2
1323;1;8;Samsung;Samsung Hiyne;FullHD, 1xHDMI;274.73;2
1324;4;6;Lenovo;Lenovo Hiice 4100;In-Ear;64.34;1
1325;4;8;Samsung;Samsung Flyle La Dry;black, bluetooth;45.41;1
1326;3;5;Philips;Philips Starcre;Compact, 10xZoom, 18MPix;886.82;2
1327;5;2;Panasonic;Panasonic Menre Wo Men 8300;black, LTE;170.09;1
1328;5;8;Samsung;Samsung Ivemen Fly;black, 9.7";233.61;1
1329;4;5;Philips;Philips Icegear Te Ska;bluetooth, In-Ear;80.22;1
1330;2;11;JVC;JVC Flymen Ar;black, 2G, 8M Cam;517.92;2
1331;2;7;Dell;Dell Icefly;silver, 12M Cam;290.84;2
1332;2;8;Samsung;Samsung Wacre Forre;3G, 4.9" Screen, black;231.81;1
1333;5;2;Panasonic;Panasonic Lewa;10", Wifi;136.69;2
1334;2;11;JVC;JVC Wodry;10M Cam, black, 3G;529.83;3
1335;2;13;Humax;Humax Rewo;LTE, silver, 10M Cam;61.40;2
1336;3;5;Philips;Philips Wohi No;18MPix, Compact, 2xZoom;175.07;2
1337;1;5;Philips;Philips Crete;1xHDMI, UltraHD;977.07;2
1338;4;11;JVC;JVC Hiynedry;In-Ear, 3.5";84.84;2
1339;5;17;Toshiba;Toshiba Onehit Cre;white, Wifi;377.53;1
1340;4;15;Casio;Casio Runing 150;In-Ear;28.48;2
1341;2;7;Dell;Dell Bete At;5" Screen, 10M Cam;177.84;2
1342;3;2;Panasonic;Panasonic Hitre Lahi;Wifi, SLR;942.38;1
1343;3;1;Sony;Sony Noor Re;10xZoom, SLR, 18MPix;643.50;2
1344;2;1;Sony;Sony Gearwa;silver, 8M Cam, 3G, 4.9" Screen;245.93;2
1345;4;8;Samsung;Samsung Cehi;Over-Ear;65.43;2
1346;5;6;Lenovo;Lenovo Woar 500;bluetooth, 10.1";149.78;2
